# Dicionario de Abreviaturas — IR 14-06, Art. 32 a 35
# Fonte: MD33-M-02, Manual de Abreviaturas, Siglas, Simbolos e Convencoes
#        Cartograficas das Forcas Armadas, 3a Edicao/2008, Capitulo IV.
# Gerado por scripts/governanca/extrair_abreviaturas_md33.py — nao editar a mao.
# inicial_conjunto: MD33-M-02, 3.1.9 — abreviavel por essa inicial quando em conjunto.
# A abreviatura NAO e chave unica: 3.1.17 preve duplicidade de simbologia.
abreviatura,termo,sinonimos,termo_completo,inicial_conjunto,somente_conjunto,origem
NN Clas,Navio Não-Classificado,,Navio Não-Classificado,,,MD33-M-02
N Oc,Navio Oceanográfico,,Navio Oceanográfico,,,MD33-M-02
NQG,Navio Quebra Gelo,,Navio Quebra Gelo,,,MD33-M-02
NV,Navio Varredor,,Navio Varredor,,,MD33-M-02
NV Oc,Navio Varredor Oceânico,,Navio Varredor Oceânico,,,MD33-M-02
NAe,Navio-Aeródromo,,Navio-Aeródromo,,,MD33-M-02
NAe AS,Navio-Aeródromo Anti-submarino,,Navio-Aeródromo Anti-submarino,,,MD33-M-02
NAe AA,Navio-Aeródromo de Assalto Anfíbio,,Navio-Aeródromo de Assalto Anfíbio,,,MD33-M-02
NAe Atq,Navio-Aeródromo de Ataque,,Navio-Aeródromo de Ataque,,,MD33-M-02
NAe Esq,Navio-Aeródromo de Esquadra,,Navio-Aeródromo de Esquadra,,,MD33-M-02
NAe HA,Navio-Aeródromo de Helicópteros de Assalto,,Navio-Aeródromo de Helicópteros de Assalto,,,MD33-M-02
NAe E,Navio-Aeródromo Escolta,,Navio-Aeródromo Escolta,,,MD33-M-02
NAe L,Navio-Aeródromo Ligeiro,,Navio-Aeródromo Ligeiro,,,MD33-M-02
NA,Navio-Auxiliar,,Navio-Auxiliar,,,MD33-M-02
NB,Navio-Balizador,,Navio-Balizador,,,MD33-M-02
NB Flu,Navio-Balizador Fluvial,,Navio-Balizador Fluvial,,,MD33-M-02
NCGE,Navio-Controlador de Guerra Eletrônica,,Navio-Controlador de Guerra Eletrônica,,,MD33-M-02
NE,Navio-Escola,,Navio-Escola,,,MD33-M-02
NH,Navio-Hospital,,Navio-Hospital,,,MD33-M-02
NM,Navio-Museu,,Navio-Museu,,,MD33-M-02
NO,Navio-Oficina,,Navio-Oficina,,,MD33-M-02
N Pa,Navio-Patrulha,,Navio-Patrulha,,,MD33-M-02
N Pa Co,Navio-Patrulha Costeira,,Navio-Patrulha Costeira,,,MD33-M-02
N Pa Flu,Navio-Patrulha Fluvial,,Navio-Patrulha Fluvial,,,MD33-M-02
N Pa Oc,Navio-Patrulha Oceânico,,Navio-Patrulha Oceânico,,,MD33-M-02
N Pa Ra,Navio-Patrulha Rápido,,Navio-Patrulha Rápido,,,MD33-M-02
N Po,Navio-Polar,,Navio-Polar,,,MD33-M-02
NT,Navio-Tanque,,Navio-Tanque,,,MD33-M-02
N Td,Navio-Tender,,Navio-Tender,,,MD33-M-02
N Td Anv,Navio-Tender de Aeronaves,,Navio-Tender de Aeronaves,,,MD33-M-02
N Td CT,Navio-Tender de Contratorpedeiros,,Navio-Tender de Contratorpedeiros,,,MD33-M-02
N Td S,Navio-Tender de Submarinos,,Navio-Tender de Submarinos,,,MD33-M-02
N Td V,Navio-Tender de Varredores,,Navio-Tender de Varredores,,,MD33-M-02
N Tr,Navio-Transporte,,Navio-Transporte,,,MD33-M-02
N Tr Av,Navio-Transporte de Avião,,Navio-Transporte de Avião,,,MD33-M-02
N Tr Cg,Navio-Transporte de Carga,,Navio-Transporte de Carga,,,MD33-M-02
N Tr CA,Navio-Transporte de Carga de Assalto,,Navio-Transporte de Carga de Assalto,,,MD33-M-02
N Tr MC,Navio-Transporte de Material Comum,,Navio-Transporte de Material Comum,,,MD33-M-02
N Tr M,Navio-Transporte de Munição,,Navio-Transporte de Munição,,,MD33-M-02
N Tr O C,Navio-Transporte de Órgãos de Comando,,Navio-Transporte de Órgãos de Comando,,,MD33-M-02
N Tr Pes,Navio-Transporte de Pessoal,,Navio-Transporte de Pessoal,,,MD33-M-02
N Tr T,Navio-Transporte de Tropa,,Navio-Transporte de Tropa,,,MD33-M-02
N Tr TAV,Navio-Transporte de Tropa de Alta Velocidade,,Navio-Transporte de Tropa de Alta Velocidade,,,MD33-M-02
N Tr TA,Navio-Transporte de Tropa de Assalto,,Navio-Transporte de Tropa de Assalto,,,MD33-M-02
N Tr Flu,Navio-Transporte Fluvial,,Navio-Transporte Fluvial,,,MD33-M-02
Nve,Navio-Veleiro,,Navio-Veleiro,,,MD33-M-02
Nec,Necessitar,Necessária;Necessidade,"Necessitar, Necessária, Necessidade",,,MD33-M-02
Ncr,Necrotério,,Necrotério,,,MD33-M-02
Neg,Negativo,Negar;Negação,"Negativo, Negar, Negação",,,MD33-M-02
Ntz,Neutralização,Neutralizar;Neutralizador,"Neutralização, Neutralizar, Neutralizador",,,MD33-M-02
Nv,Névoa,,Névoa,,,MD33-M-02
Nv S,Névoa Seca,,Névoa Seca,,,MD33-M-02
Nv U,Névoa Úmida,,Névoa Úmida,,,MD33-M-02
NS,Nimbo-Estrato (Nimbus-stratus),,Nimbo-Estrato (Nimbus-stratus),,,MD33-M-02
Ni,Nível,,Nível,,,MD33-M-02
N Aux,Nível Auxiliar,,Nível Auxiliar,,,MD33-M-02
NAAR,Nível de Ameaça Aeroespacial Regional,,Nível de Ameaça Aeroespacial Regional,,,MD33-M-02
FL,Nível de Vôo (Flight Level),,Nível de Vôo (Flight Level),,,MD33-M-02
Ni M,Nível do Mar,,Nível do Mar,,,MD33-M-02
N Itr,Nível Intermediário,,Nível Intermediário,,,MD33-M-02
N Max,Nível Máximo,,Nível Máximo,,,MD33-M-02
MSL,Nível Médio do Mar (Mean Sea Level),,Nível Médio do Mar (Mean Sea Level),,,MD33-M-02
Niv,Niveladora,Nivelar;Nivelamento,"Niveladora, Nivelar, Nivelamento",,,MD33-M-02
Kt,Nó (Knot) – Milha Náutica por Hora,,Nó (Knot) – Milha Náutica por Hora,,,MD33-M-02
NA,No Alvo,,No Alvo,,,MD33-M-02
Nd,Nodal,,Nodal,,,MD33-M-02
Nomc,Nomenclatura,,Nomenclatura,,,MD33-M-02
N,Norma,,Norma,,sim,MD33-M-02
N Ev,Norma de Evacuação,,Norma de Evacuação,,,MD33-M-02
NGA,Norma Geral de Ação,,Norma Geral de Ação,,,MD33-M-02
NOSDA,Norma Operacional do Sistema de Defesa Aeroespacial,,Norma Operacional do Sistema de Defesa Aeroespacial,,,MD33-M-02
NPA,Norma Padrão de Ação,,Norma Padrão de Ação,,,MD33-M-02
N Perm,Norma Permanente,,Norma Permanente,,,MD33-M-02
Nor,Normal,Normalmente;Normalizar;Norma;Normatizar,"Normal, Normalmente, Normalizar, Norma (N), Normatizar",N,,MD33-M-02
NC,Normas de Conduta,,Normas de Conduta,,,MD33-M-02
N Mil,Normas Militares,,Normas Militares,,,MD33-M-02
NI,Nota de Instrução,,Nota de Instrução,,,MD33-M-02
NS,Nota de Serviço,,Nota de Serviço,,,MD33-M-02
NEO,Nota Eletrônica Oficial,,Nota Eletrônica Oficial,,,MD33-M-02
NOTAM,Nota para Aeronautas (Notice to Air Man),,Nota para Aeronautas (Notice to Air Man),,,MD33-M-02
Notif,Notificar,Notificação,"Notificar, Notificação",,,MD33-M-02
Not,Noturno,,Noturno,,,MD33-M-02
Nub,Nublado,Nublar,"Nublado, Nublar",,,MD33-M-02
Nuc,Nuclear,,Nuclear,,,MD33-M-02
Nu,Núcleo,,Núcleo (N),N,,MD33-M-02
Nu Def,Núcleo de Defesa,,Núcleo de Defesa,,,MD33-M-02
NB,Núcleo-Base,,Núcleo-Base,,,MD33-M-02
Num,Numerário,Numérico;Numerar,"Numerário, Numérico, Numerar",,,MD33-M-02
Nr,Número,,Número (N),N,,MD33-M-02
PN,Número da Peça (Part Number),,Número da Peça (Part Number),,,MD33-M-02
NEB,Número de Estoque Brasileiro,,Número de Estoque Brasileiro,,,MD33-M-02
NIP,Número de Identificação de Pessoal,,Número de Identificação de Pessoal,,,MD33-M-02
NIIN,Número de Identificação do Item Nacional,,Número de Identificação do Item Nacional,,,MD33-M-02
NS,Número de Série,,Número de Série,,,MD33-M-02
Nuv,Nuvem,,Nuvem,,,MD33-M-02
Obdc,Obedecer,Obediência,"Obedecer, Obediência",,,MD33-M-02
Obj Ul,Objetivo de Última Instância,,Objetivo de Última Instância,,,MD33-M-02
OI,Objetivo intermediário,,Objetivo intermediário,,,MD33-M-02
OBO,Objetivos Básicos Operacionais,,Objetivos Básicos Operacionais,,,MD33-M-02
OVNI,Objetos Voadores Não Identificados,,Objetos Voadores Não Identificados,,,MD33-M-02
Ob,Obras,,Obras,,,MD33-M-02
Obg,Obrigar,Obrigação;Obrigado,"Obrigar, Obrigação, Obrigado",,,MD33-M-02
Obs Ae,Observação Aérea,,Observação Aérea,,,MD33-M-02
O Ae,Observador Aéreo,,Observador Aéreo,,,MD33-M-02
OA,Observador Avançado,,Observador Avançado,,,MD33-M-02
Obs,Observar,Observação;Observador;Observatório;Observável,"Observar, Observação, Observador, Observatório (O), Observável",O,,MD33-M-02
Obsl,Obsoleto,Obsolescência,"Obsoleto, Obsolescência",,,MD33-M-02
Obt,Obstáculo,,Obstáculo,,,MD33-M-02
Obst,Obstruir,Obstrução,"Obstruir, Obstrução",,,MD33-M-02
Ocr,Obtenção Obtç Obus O (Somente em conjunto) Ocorrer,Ocorrência,"Obtenção Obtç Obus O (Somente em conjunto) Ocorrer, Ocorrência",,,MD33-M-02
Oct,Octanas,Octanagem,"Octanas, Octanagem",,,MD33-M-02
NVG,Óculos de Visão Noturna (Night Vison Goggles),,Óculos de Visão Noturna (Night Vison Goggles),,,MD33-M-02
Ocp,Ocupar,Ocupação;Ocupante,"Ocupar, Ocupação, Ocupante",,,MD33-M-02
Odonto,Odontologia,Odontológico,"Odontologia, Odontológico (O)",O,,MD33-M-02
Ofs,Ofensiva,,Ofensiva,,,MD33-M-02
OACC,Oficial Auxiliar de Controle Central,,Oficial Auxiliar de Controle Central,,,MD33-M-02
OCS,Oficial de Comunicação Social,,Oficial de Comunicação Social,,,MD33-M-02
O Com Elt,Oficial de Comunicações e Eletrônica,,Oficial de Comunicações e Eletrônica,,,MD33-M-02
OCC,Oficial de Controle Central,,Oficial de Controle Central,,,MD33-M-02
OCEB,Oficial de Controle de Evacuação de Baixas,,Oficial de Controle de Evacuação de Baixas,,,MD33-M-02
OCRA,Oficial de Controle de Raia de Aproximação,,Oficial de Controle de Raia de Aproximação,,,MD33-M-02
OCN,Oficial de Controle Naval,,Oficial de Controle Naval,,,MD33-M-02
OCP,Oficial de Controle Principal,,Oficial de Controle Principal,,,MD33-M-02
OCS,Oficial de Controle Secundário,,Oficial de Controle Secundário,,,MD33-M-02
OCAA,Oficial de Coordenação Antiaérea,,Oficial de Coordenação Antiaérea,,,MD33-M-02
OCAS,Oficial de Coordenação Anti-submarino,,Oficial de Coordenação Anti-submarino,,,MD33-M-02
OD,Oficial de Dia,,Oficial de Dia,,,MD33-M-02
OEAN,Oficial de Emprego de Armas Nucleares,,Oficial de Emprego de Armas Nucleares,,,MD33-M-02
OGE,Oficial de Guerra Eletrônica,,Oficial de Guerra Eletrônica,,,MD33-M-02
OIC Bia,Oficial de Inteligência de Contrabateria,,Oficial de Inteligência de Contrabateria,,,MD33-M-02
OISA,Oficial de Inteligência Sobre Alvos,,Oficial de Inteligência Sobre Alvos,,,MD33-M-02
OLP,Oficial de Lançamento e Pouso,,Oficial de Lançamento e Pouso,,,MD33-M-02
O Lig,Oficial de Ligação,,Oficial de Ligação,,,MD33-M-02
OLA,Oficial de Ligação Aérea,,Oficial de Ligação Aérea,,,MD33-M-02
OL Armt,Oficial de Ligação c/ Armamento,,Oficial de Ligação c/ Armamento,,,MD33-M-02
O Lig Art,Oficial de Ligação da Artilharia,,Oficial de Ligação da Artilharia,,,MD33-M-02
OLAA Ae,Oficial de Ligação de Artilharia Antiaérea,,Oficial de Ligação de Artilharia Antiaérea,,,MD33-M-02
O Lig Bld,Oficial de Ligação de Blindados,,Oficial de Ligação de Blindados,,,MD33-M-02
O Lig CC,Oficial de Ligação de Carros de Combate,,Oficial de Ligação de Carros de Combate,,,MD33-M-02
OLiFoNa,Oficial de Ligação de Fogo Naval,,Oficial de Ligação de Fogo Naval,,,MD33-M-02
OLN,Oficial de Ligação Naval,,Oficial de Ligação Naval,,,MD33-M-02
OLT,Oficial de Ligação Terrestre,,Oficial de Ligação Terrestre,,,MD33-M-02
O Log,Oficial de Logística,,Oficial de Logística,,,MD33-M-02
OMU,Oficial de Mobilidade da Unidade,,Oficial de Mobilidade da Unidade,,,MD33-M-02
OMB,Oficial de Mobilidade de Base,,Oficial de Mobilidade de Base,,,MD33-M-02
OMC,Oficial de Mobilidade do COMAR,,Oficial de Mobilidade do COMAR,,,MD33-M-02
ONA,Oficial de Nação Amiga,,Oficial de Nação Amiga,,,MD33-M-02
Of Op,Oficial de Operações,,Oficial de Operações,,,MD33-M-02
OPO,Oficial de Permanência Operacional,,Oficial de Permanência Operacional,,,MD33-M-02
O Pes,Oficial de Pessoal,,Oficial de Pessoal,,,MD33-M-02
OSV,Oficial de Segurança de Vôo,,Oficial de Segurança de Vôo,,,MD33-M-02
OSD,Oficial de Segurança e Defesa,,Oficial de Segurança e Defesa,,,MD33-M-02
ODE,Oficial Diretor de Exercício,,Oficial Diretor de Exercício,,,MD33-M-02
OCT,Oficial em Comando Tático,,Oficial em Comando Tático,,,MD33-M-02
OREB,Oficial Regulador de Evacuação de Baixas,,Oficial Regulador de Evacuação de Baixas,,,MD33-M-02
Of Sp,Oficial Superior,,Oficial Superior,,,MD33-M-02
Of,Oficial,Ofício;Oficializado;Oficialmente;Oficiar,"Oficial, Ofício, Oficializado, Oficialmente (O), Oficiar",O,,MD33-M-02
Ofn,Oficina,,Oficina,,,MD33-M-02
O,Ogiva,,Ogiva,,sim,MD33-M-02
Ol,Óleo,,Óleo,,,MD33-M-02
OC,Óleo Combustível,,Óleo Combustível,,,MD33-M-02
OD,Óleo Diesel,,Óleo Diesel,,,MD33-M-02
OL,Óleo Lubrificante,,Óleo Lubrificante,,,MD33-M-02
Ole,Oleoduto,,Oleoduto,,,MD33-M-02
Omi,Omitir,Omissão,"Omitir, Omissão",,,MD33-M-02
CW,Onda Contínua (Continuous Wave),,Onda Contínua (Continuous Wave),,,MD33-M-02
OR,Onda de Rádio,,Onda de Rádio,,,MD33-M-02
On,Ônibus,,Ônibus,,,MD33-M-02
Op Amv,Operação Aeromóvel,,Operação Aeromóvel,,,MD33-M-02
Op Aet,Operação Aeroterrestre,,Operação Aeroterrestre,,,MD33-M-02
Op Anf,Operação Anfíbia,,Operação Anfíbia,,,MD33-M-02
Op C Guer,Operação Contraguerrilha,,Operação Contraguerrilha,,,MD33-M-02
Op Ass Hum,Operação de Assistência Humanitária,,Operação de Assistência Humanitária,,,MD33-M-02
Op Def Prt,Operação de Defesa de Porto,,Operação de Defesa de Porto,,,MD33-M-02
Op GLO,Operação de Garantia da Lei e da Ordem,,Operação de Garantia da Lei e da Ordem,,,MD33-M-02
Op G,Operação de Guerra,,Operação de Guerra,,,MD33-M-02
Op Paz,Operação de Paz,,Operação de Paz,,,MD33-M-02
Op Def,Operação Defensiva,,Operação Defensiva,,,MD33-M-02
Op Esp,Operação Especial,,Operação Especial,,,MD33-M-02
Op Ofs,Operação Ofensiva,,Operação Ofensiva,,,MD33-M-02
Op Cnd Esp,Operação sob Condições Especiais,,Operação sob Condições Especiais,,,MD33-M-02
Op Ter,Operação Terrestre,,Operação Terrestre,,,MD33-M-02
Op,Operação,Operador;Operacional;Operacionalidade;Operar,"Operação, Operador, Operacional, Operacionalidade, Operar (O)",O,,MD33-M-02
Op Cmpl,Operações Complementares,,Operações Complementares,,,MD33-M-02
Op ENC,Operações de Evacuação de Não-Combatentes,,Operações de Evacuação de Não-Combatentes,,,MD33-M-02
OFP,Operações de Força de Paz,,Operações de Força de Paz,,,MD33-M-02
Op FE,Operações de Forças Especiais,,Operações de Forças Especiais,,,MD33-M-02
Op GIR,Operações de Guerra Irregular Rural,,Operações de Guerra Irregular Rural,,,MD33-M-02
Op GIU,Operações de Guerra Irregular Urbana,,Operações de Guerra Irregular Urbana,,,MD33-M-02
MIO,Operações de Interdição Marítima (Maritime Interdiction Operation),,Operações de Interdição Marítima (Maritime Interdiction Operation),,,MD33-M-02
Op Ng,Operações de Não-guerra,,Operações de Não-guerra,,,MD33-M-02
Op Psc,Operações Psicológicas,,Operações Psicológicas,,,MD33-M-02
Op Rib,Operações Ribeirinhas,,Operações Ribeirinhas,,,MD33-M-02
ODM,Operador de Disponibilidade de Meios,,Operador de Disponibilidade de Meios,,,MD33-M-02
OGE,Operador de Guerra Eletrônica,,Operador de Guerra Eletrônica,,,MD33-M-02
OR,Operador de Radar,,Operador de Radar,,,MD33-M-02
OS,Operador de Sonar,,Operador de Sonar,,,MD33-M-02
OS Av,Operador de Sonar de Aviação,,Operador de Sonar de Aviação,,,MD33-M-02
OV,Operador de Vigilância,,Operador de Vigilância,,,MD33-M-02
Opr,Operário,,Operário,,,MD33-M-02
Opi,Opinião,Opinar,"Opinião, Opinar",,,MD33-M-02
Oport,Oportunidade,,Oportunidade,,,MD33-M-02
Opt,Optrônico,,Optrônico,,,MD33-M-02
Orb,Órbita,Orbitar;Orbital,"Órbita, Orbitar, Orbital",,,MD33-M-02
Ord,Orçamento,Orçar Orç Ordem;Ordenar;Ordenamento,"Orçamento, Orçar Orç Ordem (O), Ordenar, Ordenamento",O,,MD33-M-02
O Adm,Ordem Administrativa,,Ordem Administrativa,,,MD33-M-02
O Alr,Ordem de Alerta,,Ordem de Alerta,,,MD33-M-02
O Bat,Ordem de Batalha,,Ordem de Batalha,,,MD33-M-02
OBA,Ordem de Batalha Aérea,,Ordem de Batalha Aérea,,,MD33-M-02
OBE,Ordem de Batalha Eletrônica,,Ordem de Batalha Eletrônica,,,MD33-M-02
OBEI,Ordem de Batalha Eletrônica do Inimigo,,Ordem de Batalha Eletrônica do Inimigo,,,MD33-M-02
ACO,Ordem de Coordenação do Espaço Aéreo (Airspace Coordination Order),,Ordem de Coordenação do Espaço Aéreo (Airspace Coordination Order),,,MD33-M-02
OI,Ordem de Instrução,,Ordem de Instrução,,,MD33-M-02
O Mrch,Ordem de Marcha,,Ordem de Marcha,,,MD33-M-02
O Mov,Ordem de Movimentação,,Ordem de Movimentação,,,MD33-M-02
OMS,Ordem de Movimento Simplificada,,Ordem de Movimento Simplificada,,,MD33-M-02
O Op,Ordem de Operações,,Ordem de Operações,,,MD33-M-02
OS,Ordem de Serviço,,Ordem de Serviço,,,MD33-M-02
OSA,Ordem de Situação Aérea,,Ordem de Situação Aérea,,,MD33-M-02
O Trnp,Ordem de Transporte,,Ordem de Transporte,,,MD33-M-02
O Vig,Ordem de Vigilância,,Ordem de Vigilância,,,MD33-M-02
OD,Ordem do Dia,,Ordem do Dia,,,MD33-M-02
O Frag,Ordem Fragmentária,,Ordem Fragmentária,,,MD33-M-02
OGO,Ordem Geral de Operações,,Ordem Geral de Operações,,,MD33-M-02
O Intr,Ordem Interna,,Ordem Interna,,,MD33-M-02
O Log,Ordem Logística,,Ordem Logística,,,MD33-M-02
O Par,Ordem Particular,,Ordem Particular,,,MD33-M-02
O Prep,Ordem Preparatória,,Ordem Preparatória,,,MD33-M-02
OT,Ordem Técnica,,Ordem Técnica,,,MD33-M-02
TCTO,Ordem Técnica com Hora Estipulada (Time Compliance Technical Order),,Ordem Técnica com Hora Estipulada (Time Compliance Technical Order),,,MD33-M-02
OTP,Ordem Técnica Padrão,,Ordem Técnica Padrão,,,MD33-M-02
Ordn,Ordenança,,Ordenança,,,MD33-M-02
OGSA,Ordenança Geral para o Serviço da Armada,,Ordenança Geral para o Serviço da Armada,,,MD33-M-02
OCC,Organismo de Certificação Credenciado,,Organismo de Certificação Credenciado,,,MD33-M-02
OSR,Organismo de Segurança Regional,,Organismo de Segurança Regional,,,MD33-M-02
ODA,Organização da Defesa Aeroespacial,,Organização da Defesa Aeroespacial,,,MD33-M-02
ONU,Organização das Nações Unidas,,Organização das Nações Unidas,,,MD33-M-02
OT,Organização do Terreno,,Organização do Terreno,,,MD33-M-02
OEA,Organização dos Estados Americanos,,Organização dos Estados Americanos,,,MD33-M-02
OM,Organização Militar,,Organização Militar,,,MD33-M-02
OM Ap,Organização Militar de Apoio,,Organização Militar de Apoio,,,MD33-M-02
OMC,Organização Militar de Contato,,Organização Militar de Contato,,,MD33-M-02
OMO,Organização Militar Operadora,,Organização Militar Operadora,,,MD33-M-02
OMPS,Organização Militar Prestadora de Serviços,,Organização Militar Prestadora de Serviços,,,MD33-M-02
OMM,Organização Mundial de Meteorologia,,Organização Mundial de Meteorologia,,,MD33-M-02
Org,Organizar,Organização;Orgânica;Órgão,"Organizar, Organização, Orgânica, Órgão (O)",O,,MD33-M-02
OAS,Órgão de Assessoramento Superior,,Órgão de Assessoramento Superior,,,MD33-M-02
OCOAM,Órgão de Controle de Operações Aéreas Militares,,Órgão de Controle de Operações Aéreas Militares,,,MD33-M-02
ODG,Órgão de Direção Geral,,Órgão de Direção Geral,,,MD33-M-02
ODS,Órgão de Direção Setorial,,Órgão de Direção Setorial,,,MD33-M-02
OFR,Órgão de Formação da Reserva,,Órgão de Formação da Reserva,,,MD33-M-02
OFRN,Órgão de Formação da Reserva Naval,,Órgão de Formação da Reserva Naval,,,MD33-M-02
OFMA,Órgão de Formação de Militar da Ativa,,Órgão de Formação de Militar da Ativa,,,MD33-M-02
OFMC,Órgão de Formação de Militar de Carreira,,Órgão de Formação de Militar de Carreira,,,MD33-M-02
OFOR,Órgão de Formação de Oficiais da Reserva,,Órgão de Formação de Oficiais da Reserva,,,MD33-M-02
OFSA,Órgão de Formação do Serviço Alternativo,,Órgão de Formação do Serviço Alternativo,,,MD33-M-02
OSM,Órgão do Serviço Militar,,Órgão do Serviço Militar,,,MD33-M-02
OGC,Órgão Governamental de Certificação,,Órgão Governamental de Certificação,,,MD33-M-02
Or,Orientar,Orientação;Orientador,"Orientar, Orientação, Orientador (O)",O,,MD33-M-02
Ost,Ostensivo,,Ostensivo,,,MD33-M-02
Ot,Ótico,,Ótico,,,MD33-M-02
Otmz,Otimizar,Otimização,"Otimizar, Otimização",,,MD33-M-02
O Cl,Outras Classes,,Outras Classes,,,MD33-M-02
Paci,Paciente,,Paciente,,,MD33-M-02
Pac,Pacífica,Pacificação;Pacificar;Pacificador,"Pacífica, Pacificação, Pacificar, Pacificador",,,MD33-M-02
Pct,Pacote,,Pacote,,,MD33-M-02
Pad,Padioleiro,Padilola,"Padioleiro, Padilola",,,MD33-M-02
PDE,Padrão de Desempenho de Especialidade,,Padrão de Desempenho de Especialidade,,,MD33-M-02
MIL-SPEC,Padrão Militar (Military Specification),,Padrão Militar (Military Specification),,,MD33-M-02
PME,Padrão Mínimo de Eficiência,,Padrão Mínimo de Eficiência,,,MD33-M-02
Pdr,Padrão,Padronizar;Padronização;Padronizável;Padronizador,"Padrão, Padronizar, Padronização (P), Padronizável, Padronizador",P,,MD33-M-02
Pg,Pagamento,Pagar;Pagador;Pagável,"Pagamento, Pagar, Pagador, Pagável",,,MD33-M-02
Pag,Página,Paginação,"Página, Paginação",,,MD33-M-02
Pa,Painel,,Painel,,,MD33-M-02
Prd,Parada,,Parada,,,MD33-M-02
Prf,Parágrafo,,Parágrafo,,,MD33-M-02
Prl,Paralelo,Paralelismo,"Paralelo, Paralelismo",,,MD33-M-02
Pamil,Paramilitar,,Paramilitar,,,MD33-M-02
Pqd,Pára-quedas,,Pára-quedas,,,MD33-M-02
Pqdt,Pára-quedista,,Pára-quedista,,,MD33-M-02
Prcl,Parcela,Parcelar;Parcelamento,"Parcela, Parcelar, Parcelamento",,,MD33-M-02
Pcer,Parecer,,Parecer,,,MD33-M-02
Pq,Parque,,Parque,,,MD33-M-02
SITREP,Parte de Situação (Situation Report),,Parte de Situação (Situation Report),,,MD33-M-02
Ptc,Participar,Participação;Participante;Participo,"Participar, Participação, Participante, Participo",,,MD33-M-02
Par,Particular,Particularmente,"Particular, Particularmente (P)",P,,MD33-M-02
Prtd,Partida,,Partida (P),P,,MD33-M-02
Psd,Passadeira,,Passadeira,,,MD33-M-02
Psg,Passageiro,Passagem,"Passageiro, Passagem",,,MD33-M-02
